ID,grade,sub_grade,open_acc,dti,inq_last_6mths,emp_dur,annual_inc,home_ownership,purpose,loan_amnt,int_rate,revol_bal,revol_util
109814,F,F5,8,23.6,0,01-Mar,28000,RENT,other,1500,0.2383,5355,0.325
53857,A,A4,7,12.45,0,07-Sep,95000,RENT,debt_consolidation,28000,0.086,14333,0.398
68322,C,C2,12,16.36,2,10+,56500,MORTGAGE,debt_consolidation,12000,0.1433,12656,0.523
140820,D,D5,8,24.24,3,04-Jun,51000,RENT,debt_consolidation,25475,0.1922,15283,0.688
78485,E,E4,14,17.46,1,04-Jun,102000,MORTGAGE,debt_consolidation,25000,0.2198,10233,0.799
232316,C,C2,21,19.48,2,01-Mar,80000,OWN,debt_consolidation,11000,0.1269,20834,0.356
57156,E,E2,8,8.72,1,10+,134000,OWN,debt_consolidation,32000,0.217,13925,0.844
110741,C,C3,6,27.64,1,04-Jun,32000,RENT,debt_consolidation,8000,0.158,2919,0.365
120813,C,C3,7,28.5,1,07-Sep,60000,RENT,debt_consolidation,20000,0.158,6857,0.771
239764,A,A4,12,19.37,1,10+,114000,MORTGAGE,debt_consolidation,10000,0.0692,28348,0.56
60435,C,C4,15,14.75,1,07-Sep,120000,MORTGAGE,debt_consolidation,12000,0.1588,17527,0.596
17209,A,A1,13,12.65,0,10+,1.00E+05,MORTGAGE,credit_card,4500,0.0542,14780,0.316
148215,A,A4,8,19.93,2,missing,34500,MORTGAGE,debt_consolidation,15000,0.079,26715,0.706
189347,D,D3,21,34.89,2,0-1,35360,RENT,debt_consolidation,1200,0.1699,25059,0.801
49138,D,D2,13,25.46,2,01-Mar,29000,OWN,debt_consolidation,9750,0.1855,8392,0.922
202089,A,A5,9,16.06,1,0-1,60000,OWN,debt_consolidation,10000,0.089,6535,0.247
1660,D,D5,8,10.07,2,10+,59800.55,MORTGAGE,credit_card,18200,0.1825,9345,0.857
138532,A,A4,7,18.57,0,04-Jun,148500,RENT,credit_card,15400,0.079,22952,0.791
47247,D,D1,8,15.8,1,04-Jun,80000,RENT,debt_consolidation,20000,0.1776,17822,0.619
175116,E,E2,6,10.78,1,10+,52000,RENT,debt_consolidation,15000,0.1952,16153,0.485
187267,D,D2,22,14.86,0,01-Mar,150000,MORTGAGE,small_business,20000,0.1629,5896,0.15
73030,C,C3,9,6.35,1,04-Jun,81600,RENT,debt_consolidation,11625,0.1522,4884,0.47
38296,A,A4,19,19.06,0,0-1,73000,MORTGAGE,debt_consolidation,17000,0.079,15913,0.71
173010,E,E5,10,20.33,0,10+,1.00E+05,MORTGAGE,home_improvement,35000,0.2215,1987,0.203
46401,B,B4,10,16.92,0,10+,30000,RENT,debt_consolidation,4400,0.1299,8227,0.392
228007,A,A2,11,23.56,0,missing,30000,OWN,credit_card,11300,0.0624,11363,0.419
170009,B,B2,9,17.12,1,04-Jun,34000,MORTGAGE,credit_card,10000,0.1015,4441,0.296
114654,B,B5,14,33.69,3,01-Mar,65000,MORTGAGE,debt_consolidation,8450,0.1409,4538,0.488
236592,D,D3,24,19.2,2,07-Sep,55000,RENT,vacation,4000,0.1699,9729,0.255
115881,B,B4,5,16.08,3,04-Jun,25000,RENT,debt_consolidation,8325,0.1311,11718,0.814
6381,B,B1,9,18.7,2,07-Sep,69000,MORTGAGE,car,4000,0.0991,4540,0.605
118007,F,F5,22,20.9,2,07-Sep,144839,MORTGAGE,credit_card,30000,0.2383,37046,0.919
164478,B,B5,14,29.89,1,10+,109000,MORTGAGE,home_improvement,19200,0.1249,31392,0.929
9756,G,G1,2,7.08,0,01-Mar,28800,RENT,moving,14125,0.2211,9733,0.861
81937,A,A3,4,5.65,0,10+,43770,MORTGAGE,credit_card,10500,0.0762,10250,0.418
84959,D,D2,8,28.37,0,04-Jun,40000,RENT,debt_consolidation,8575,0.1849,10400,0.776
226804,C,C2,9,13.49,0,01-Mar,155000,RENT,credit_card,35000,0.1269,24105,0.421
174921,F,F5,13,6.52,3,10+,92000,MORTGAGE,medical,19875,0.2557,5088,0.207
21817,A,A4,9,24.17,0,10+,87960,MORTGAGE,debt_consolidation,14000,0.0654,19866,0.609
38356,D,D1,5,8.42,0,07-Sep,77000,RENT,debt_consolidation,31825,0.1699,4930,0.865
236064,C,C3,21,2.64,1,01-Mar,138000,OWN,home_improvement,28000,0.1333,124817,0.027
94394,B,B3,10,24.72,2,10+,80000,MORTGAGE,credit_card,15000,0.1212,23238,0.64
133148,F,F5,13,21.75,1,10+,73396,MORTGAGE,debt_consolidation,29175,0.2383,19036,0.602
161714,B,B2,10,26.87,1,10+,62000,RENT,debt_consolidation,20000,0.0949,6616,0.141
206363,D,D2,12,19.53,2,01-Mar,55000,RENT,debt_consolidation,12000,0.1757,10538,0.425
176962,D,D4,14,21.52,1,07-Sep,69811,MORTGAGE,home_improvement,4000,0.1757,17698,0.648
4861,D,D3,6,2.42,0,01-Mar,66500,RENT,major_purchase,8150,0.1727,6039,0.71
156370,C,C1,12,11.7,0,01-Mar,36000,RENT,credit_card,1200,0.1349,3993,0.512
228886,C,C3,14,10.18,0,04-Jun,80000,MORTGAGE,debt_consolidation,20000,0.1333,20368,0.288
215771,C,C2,9,16.62,0,04-Jun,67000,RENT,debt_consolidation,15000,0.1447,15984,0.73
123220,E,E4,12,14.72,3,10+,60000,RENT,debt_consolidation,23850,0.2198,17941,0.92
204281,D,D3,20,23.43,1,04-Jun,95382,MORTGAGE,debt_consolidation,5500,0.1825,23740,0.766
167548,A,A2,14,12.78,1,10+,94000,OWN,credit_card,24000,0.0649,32109,0.371
6279,A,A5,13,5.75,0,07-Sep,151000,MORTGAGE,debt_consolidation,35000,0.089,11510,0.136
80605,D,D3,11,32.34,2,04-Jun,60000,MORTGAGE,other,13700,0.1875,5900,0.279
118132,A,A4,12,20.31,0,04-Jun,27000,RENT,debt_consolidation,6000,0.079,7252,0.378
24360,C,C3,10,11.35,0,01-Mar,70000,RENT,debt_consolidation,10000,0.1398,16676,0.855
174869,B,B2,9,4.51,0,01-Mar,50000,MORTGAGE,debt_consolidation,9600,0.1015,7465,0.22
155405,A,A4,5,4.91,0,10+,78000,MORTGAGE,debt_consolidation,15000,0.079,23185,0.84
242807,C,C2,9,9.9,0,04-Jun,103000,RENT,debt_consolidation,3200,0.1299,3533,0.411
130663,A,A5,13,26.33,0,10+,113631,MORTGAGE,credit_card,35000,0.089,84642,0.82
166759,B,B3,6,14.95,1,07-Sep,50000,MORTGAGE,debt_consolidation,10000,0.1099,7841,0.379
111412,D,D3,5,5.17,0,10+,35000,RENT,other,5375,0.1875,5485,0.623
89678,C,C1,6,8.65,0,0-1,50000,RENT,debt_consolidation,16000,0.1433,13962,0.515
56756,D,D2,9,30.84,1,10+,60000,MORTGAGE,debt_consolidation,26375,0.1855,17210,0.865
204086,B,B2,21,12.44,2,04-Jun,275000,MORTGAGE,other,35000,0.1099,34945,0.202
74521,B,B3,9,16.09,1,04-Jun,105000,MORTGAGE,debt_consolidation,16000,0.1155,38175,0.86
78945,A,A1,9,12.97,0,01-Mar,68000,RENT,debt_consolidation,15375,0.0603,430,0.013
169718,E,E5,19,21.93,1,07-Sep,54000,RENT,debt_consolidation,13375,0.2215,9060,0.308
170227,D,D5,12,25.81,2,10+,65000,MORTGAGE,debt_consolidation,15600,0.1824,12323,0.616
183619,F,F1,5,22.63,1,01-Mar,57000,RENT,debt_consolidation,19225,0.2343,5084,0.782
85823,D,D4,13,17.82,0,01-Mar,65000,RENT,debt_consolidation,29175,0.1905,23245,0.684
591,B,B5,14,22.61,0,04-Jun,45000,RENT,credit_card,10000,0.1269,10344,0.744
94578,B,B4,9,21.96,3,10+,126000,MORTGAGE,debt_consolidation,21000,0.1311,26469,0.758
210829,B,B3,16,26.63,1,0-1,52000,MORTGAGE,credit_card,13000,0.1199,17533,0.5
193124,A,A5,6,18.04,0,07-Sep,59000,MORTGAGE,debt_consolidation,7850,0.0839,20141,0.379
134719,D,D2,18,23.09,0,04-Jun,50000,MORTGAGE,debt_consolidation,10000,0.1849,7996,0.523
63391,C,C1,9,6.54,0,01-Mar,40000,RENT,debt_consolidation,7000,0.1368,6437,0.585
164783,C,C4,5,18.8,0,10+,42000,MORTGAGE,debt_consolidation,12000,0.1449,8533,0.97
241554,D,D4,13,21.39,0,10+,62000,MORTGAGE,debt_consolidation,10800,0.1757,9713,0.578
11654,E,E3,8,16.52,2,0-1,95000,MORTGAGE,home_improvement,35000,0.1879,561,0.026
10044,B,B2,10,12.92,1,04-Jun,52656,MORTGAGE,credit_card,13000,0.1059,10357,0.338
63118,B,B2,7,10.29,0,07-Sep,35000,OWN,small_business,10750,0.1064,1160,0.022
22513,B,B5,8,17.5,0,0-1,21600,RENT,debt_consolidation,5200,0.1186,5394,0.377
121052,C,C1,17,29.28,0,07-Sep,90000,MORTGAGE,debt_consolidation,15000,0.1433,24862,0.708
217589,B,B1,18,18.66,0,0-1,57000,MORTGAGE,credit_card,9500,0.0967,15408,0.499
66410,B,B4,9,18.19,0,0-1,50000,MORTGAGE,other,7500,0.1235,12638,0.552
161860,C,C3,8,20.61,0,10+,35000,RENT,debt_consolidation,5500,0.1366,5348,0.686
16668,A,A3,14,6.52,1,10+,60000,MORTGAGE,home_improvement,5000,0.0692,0,0
27595,C,C2,7,3.72,3,01-Mar,20000,RENT,credit_card,3000,0.1311,2602,0.132
141601,B,B1,7,2.13,1,01-Mar,150000,RENT,house,7000,0.0976,3113,0.126
47524,A,A5,4,14.39,0,0-1,92000,RENT,moving,12000,0.089,16083,0.414
74536,A,A2,5,11.74,0,missing,88000,MORTGAGE,credit_card,15000,0.0662,35049,0.788
16874,E,E2,6,14.24,0,01-Mar,92900,RENT,debt_consolidation,18000,0.1677,9429,0.655
96651,B,B3,16,14.53,0,04-Jun,80000,RENT,credit_card,12000,0.1212,13124,0.619
94054,E,E4,18,12.5,2,04-Jun,150000,MORTGAGE,debt_consolidation,18000,0.2198,11200,0.718
123213,B,B4,12,20.51,2,07-Sep,56400,MORTGAGE,debt_consolidation,8000,0.1311,6871,0.449
14458,D,D2,10,6,0,missing,36000,RENT,small_business,18000,0.1491,5914,0.352
11935,B,B5,12,16.56,0,0-1,75000,MORTGAGE,debt_consolidation,7000,0.1199,13497,0.865
158314,C,C3,6,5.3,1,07-Sep,65000,RENT,major_purchase,20000,0.1366,3171,0.152
95304,B,B3,10,14.14,0,04-Jun,32000,RENT,credit_card,10000,0.1212,7823,0.303
25984,C,C2,11,11.25,0,0-1,14400,RENT,debt_consolidation,6000,0.1361,2362,0.353
39280,B,B5,7,28.22,1,04-Jun,72000,OWN,debt_consolidation,15000,0.1353,5927,0.76
211257,D,D5,12,17.61,1,07-Sep,46000,RENT,major_purchase,6450,0.1947,2942,0.398
180229,F,F2,11,34.6,0,01-Mar,60000,RENT,other,20325,0.2408,6052,0.327
125578,C,C2,14,26.26,1,10+,80000,MORTGAGE,debt_consolidation,12000,0.1531,1219,0.092
111150,B,B3,11,9.73,0,04-Jun,92000,RENT,debt_consolidation,16000,0.1212,15638,0.686
106823,C,C3,14,21.58,3,01-Mar,52000,OWN,debt_consolidation,9000,0.158,7873,0.588
240825,E,E3,6,10.18,0,07-Sep,31000,OWN,debt_consolidation,5600,0.1952,3128,0.845
197410,A,A1,12,15.34,0,10+,55000,RENT,credit_card,9500,0.0603,11460,0.285
142754,D,D3,11,14.77,2,04-Jun,65000,MORTGAGE,home_improvement,5000,0.1825,5541,0.602
16921,D,D3,14,15.52,2,0-1,67500,RENT,debt_consolidation,22800,0.1528,21332,0.513
225326,E,E5,18,31.33,0,07-Sep,76000,OWN,credit_card,30000,0.2099,29488,0.741
159345,B,B1,15,24.67,1,0-1,64500,MORTGAGE,house,20000,0.0867,18328,0.454
155374,A,A1,10,8.28,0,0-1,50000,RENT,debt_consolidation,12175,0.0603,16919,0.408
69338,C,C2,9,8.86,0,01-Mar,125000,RENT,debt_consolidation,16800,0.1433,9477,0.365
75929,B,B3,5,5.5,1,10+,75000,MORTGAGE,debt_consolidation,4000,0.1212,8061,0.96
50560,D,D1,20,23.26,1,01-Mar,40000,OWN,credit_card,5000,0.1776,7234,0.965
84565,D,D5,9,15.45,0,10+,56000,RENT,other,9600,0.1972,9323,0.572
211404,D,D4,8,19.94,0,01-Mar,41000,MORTGAGE,home_improvement,14750,0.1892,4223,0.251
118366,B,B3,6,10.49,0,07-Sep,50000,RENT,debt_consolidation,10000,0.1212,24700,0.645
126032,C,C1,12,9.46,0,0-1,117500,MORTGAGE,debt_consolidation,25000,0.1433,25433,0.548
51210,A,A3,10,23.49,2,10+,80000,MORTGAGE,credit_card,15000,0.0762,29795,0.776
207846,B,B3,12,26.71,0,07-Sep,70000,MORTGAGE,credit_card,15625,0.1199,8042,0.712
1626,B,B5,14,12.88,0,01-Mar,96000,OWN,debt_consolidation,29000,0.1269,17216,0.758
231882,A,A2,10,17.66,0,07-Sep,98000,RENT,debt_consolidation,12000,0.0624,12673,0.157
56103,D,D1,10,20.94,0,01-Mar,31000,RENT,debt_consolidation,5000,0.1776,4642,0.469
171118,C,C3,7,10.76,0,0-1,80000,MORTGAGE,debt_consolidation,11550,0.1398,5537,0.353
193203,A,A1,19,18.51,2,04-Jun,88151,MORTGAGE,debt_consolidation,24700,0.0603,22228,0.175
17116,B,B3,11,9.54,0,10+,80000,MORTGAGE,debt_consolidation,8900,0.1037,19313,0.508
127297,D,D1,10,25.6,2,10+,98000,MORTGAGE,small_business,24000,0.1777,19572,0.623
158906,C,C3,9,16.67,1,0-1,64000,RENT,other,2500,0.1366,7986,0.502
227214,C,C3,13,9.8,0,missing,80000,RENT,home_improvement,20000,0.1333,6005,0.214
228333,C,C4,12,13.45,0,01-Mar,89850,RENT,debt_consolidation,12000,0.1399,238,0.008
88672,D,D3,12,8.09,5,10+,78000,MORTGAGE,home_improvement,6000,0.1875,5101,0.288
146121,B,B5,9,7.4,0,01-Mar,91955,RENT,major_purchase,10800,0.1367,4374,0.591
190538,A,A4,10,13.39,0,07-Sep,65000,RENT,credit_card,16500,0.0769,13801,0.369
229742,C,C4,7,11.79,2,01-Mar,40000,RENT,debt_consolidation,8000,0.1399,3039,0.434
146795,B,B5,6,17.99,0,04-Jun,44566.4,RENT,debt_consolidation,16000,0.1367,23435,0.905
153362,B,B1,7,9.33,0,07-Sep,31000,RENT,debt_consolidation,6400,0.0991,4696,0.382
148279,B,B3,3,10.13,0,07-Sep,48000,OWN,credit_card,7200,0.1212,12752,0.782
192274,A,A3,23,4.67,0,04-Jun,70000,MORTGAGE,debt_consolidation,3000,0.0712,4126,0.198
167414,B,B1,14,30.73,0,10+,35000,MORTGAGE,credit_card,7000,0.0917,6999,0.194
57885,B,B2,10,12.97,0,07-Sep,42000,RENT,credit_card,11200,0.1099,3727,0.234
33685,B,B3,11,4.34,0,04-Jun,122000,RENT,house,15000,0.1158,13410,0.2
38633,D,D3,4,3.94,1,01-Mar,70000,RENT,debt_consolidation,12000,0.1825,9020,0.71
156250,C,C2,4,5.96,2,01-Mar,32000,RENT,debt_consolidation,9000,0.1427,4692,0.769
210455,A,A4,5,8.82,1,10+,103000,MORTGAGE,credit_card,20000,0.079,19524,0.673
100206,B,B5,10,25.2,0,07-Sep,45000,RENT,debt_consolidation,16000,0.1409,17676,0.786
58295,C,C5,13,25.78,1,10+,40000,OWN,debt_consolidation,17325,0.171,16532,0.394
160547,C,C3,8,9.41,1,10+,145000,RENT,debt_consolidation,20400,0.1366,5567,0.357
86473,C,C1,14,24.77,0,04-Jun,35750,OWN,credit_card,8600,0.1433,11219,0.606
238656,B,B4,6,13.06,0,0-1,96000,MORTGAGE,debt_consolidation,24000,0.1099,12108,0.859
29732,E,E5,10,9.92,2,01-Mar,53000,RENT,debt_consolidation,25000,0.1793,6588,0.573
61875,D,D5,11,12.1,1,07-Sep,87467,MORTGAGE,debt_consolidation,16500,0.2031,17656,0.731
81798,C,C4,11,10.1,1,10+,110000,MORTGAGE,debt_consolidation,15000,0.1629,8493,0.423
98124,C,C1,17,25.71,1,07-Sep,48360,MORTGAGE,debt_consolidation,17900,0.1433,21420,0.83
169098,C,C4,8,5.72,1,01-Mar,197000,RENT,debt_consolidation,14000,0.1449,29460,0.705
186376,B,B5,8,23.97,0,04-Jun,46500,MORTGAGE,debt_consolidation,16350,0.1249,21325,0.644
144708,A,A1,10,13.67,0,10+,89000,MORTGAGE,major_purchase,3000,0.0603,20558,0.523
24375,B,B3,12,14.85,0,01-Mar,135000,MORTGAGE,debt_consolidation,25000,0.1112,28821,0.546
221422,B,B4,16,28.53,0,04-Jun,31000,MORTGAGE,credit_card,8125,0.1285,10509,0.263
90926,B,B5,18,25.78,1,04-Jun,91000,MORTGAGE,debt_consolidation,28000,0.1409,13989,0.603
213940,C,C1,9,12.43,3,04-Jun,117500,RENT,debt_consolidation,9600,0.1365,15734,0.61
5204,B,B4,4,3.55,1,0-1,37200,RENT,debt_consolidation,7000,0.1242,1378,0.23
236120,F,F3,10,9.31,1,07-Sep,53000,OWN,home_improvement,24000,0.245,1239,0.104
224240,B,B2,5,9.43,0,0-1,70000,OWN,other,6000,0.0917,0,0
6628,C,C4,9,17.04,1,07-Sep,55500,MORTGAGE,debt_consolidation,4750,0.1527,3840,0.914
21257,A,A5,18,16.36,0,01-Mar,84000,RENT,debt_consolidation,12000,0.0691,56706,0.577
201073,C,C1,9,13.22,3,10+,78000,RENT,debt_consolidation,23000,0.1365,12736,0.549
62527,A,A5,18,16.4,1,10+,130000,MORTGAGE,credit_card,24000,0.089,34204,0.322
138779,B,B3,9,26.02,0,0-1,30000,OWN,debt_consolidation,10000,0.1212,17133,0.651
248587,D,D2,7,28.41,0,01-Mar,64000,MORTGAGE,medical,1600,0.1599,17687,0.863
22670,A,A2,21,21.1,3,01-Mar,120000,MORTGAGE,car,6000,0.0676,3457,0.085
73121,C,C5,10,26.17,0,04-Jun,54000,RENT,debt_consolidation,23000,0.1678,9589,0.78
183052,E,E2,7,20.44,0,0-1,42000,RENT,credit_card,18450,0.1952,10965,0.929
192728,D,D1,9,20.85,3,07-Sep,67500,MORTGAGE,other,8000,0.1561,1393,0.13
210399,B,B3,7,27.56,0,10+,50000,MORTGAGE,credit_card,6500,0.1199,2700,0.692
146178,A,A5,12,21.17,0,0-1,45000,RENT,credit_card,10000,0.089,19223,0.559
51151,B,B1,11,18.49,0,0-1,42000,MORTGAGE,debt_consolidation,10000,0.0999,10584,0.46
127851,C,C2,9,16.94,2,04-Jun,60000,MORTGAGE,other,15875,0.1531,1409,0.403
172941,A,A5,7,16.06,1,07-Sep,29000,OWN,credit_card,6800,0.0839,5602,0.421
134216,C,C1,8,5.22,2,01-Mar,89000,MORTGAGE,debt_consolidation,15000,0.1433,7988,0.397
20544,A,A4,4,2.53,0,0-1,74004,OWN,debt_consolidation,3000,0.0654,5115,0.575
80242,B,B1,12,19.2,0,07-Sep,91000,OWN,credit_card,10000,0.1016,13334,0.301
58891,B,B2,11,19.64,1,10+,65000,MORTGAGE,debt_consolidation,3000,0.1099,33223,0.638
38540,C,C2,12,19.39,1,0-1,101000,RENT,debt_consolidation,35000,0.1447,29086,0.824
6498,A,A1,16,11.3,1,04-Jun,70000,MORTGAGE,car,7000,0.0603,4120,0.084
